477	1850	-454	1066	581	0
497	1853	-472	1026	581	0
500	1838	-469	1048	581	0
502	1851	-469	1032	581	0
504	1850	-473	1032	581	0
506	1844	-479	1015	581	0
509	1839	-470	1016	581	0
512	1838	-470	1004	581	0
514	1826	-478	1027	581	0
516	1843	-482	1016	581	0
519	1840	-484	1003	581	0
521	1839	-502	1023	581	0
523	1826	-503	1005	581	0
525	1839	-497	1020	581	0
528	1827	-495	993	581	0
530	1830	-500	1001	581	0
532	1835	-492	995	581	0
534	1837	-486	1001	581	0
537	1828	-480	1007	581	0
539	1828	-474	982	581	0
541	1822	-471	999	581	0
548	1820	-475	994	582	0
551	1822	-477	992	582	0
553	1811	-476	988	582	0
556	1818	-486	972	582	0
558	1814	-489	983	582	0
560	1817	-480	988	582	0
563	1827	-496	975	582	0
565	1821	-502	961	582	0
567	1828	-503	971	582	0
569	1836	-508	964	582	0
571	1835	-504	967	583	0
574	1833	-509	951	583	0
576	1833	-515	936	583	0
578	1828	-519	949	583	0
580	1827	-517	942	583	0
583	1837	-536	939	583	0
585	1836	-528	922	583	0
587	1835	-515	925	583	0
589	1835	-533	908	583	0
591	1841	-525	887	583	0
594	1829	-521	908	583	0
601	1828	-535	876	584	0
603	1834	-532	881	584	0
605	1825	-534	881	584	0
608	1834	-539	878	584	0
610	1827	-543	858	584	0
612	1827	-540	857	584	0
614	1826	-541	867	584	0
617	1808	-549	857	584	0
619	1811	-540	862	584	0
621	1817	-546	850	584	0
623	1821	-543	831	585	0
625	1818	-540	839	584	0
628	1817	-544	829	584	0
630	1822	-549	814	584	0
632	1820	-557	826	584	0
634	1831	-554	819	584	0
636	1824	-543	825	584	0
640	1815	-557	815	584	0
642	1831	-555	814	584	0
644	1825	-551	808	584	0
646	1823	-543	782	584	0
649	1847	-539	804	584	0
656	1837	-547	790	584	0
658	1832	-548	778	584	0
660	1846	-546	763	584	0
662	1839	-550	748	584	0
664	1843	-552	758	584	0
667	1845	-558	762	584	0
669	1844	-554	760	584	0
671	1833	-559	768	584	0
673	1840	-558	745	584	0
675	1833	-565	744	584	0
678	1838	-565	729	584	0
680	1837	-569	728	584	0
683	1850	-578	716	584	0
685	1845	-569	717	584	0
688	1849	-576	713	584	0
690	1844	-578	713	584	0
692	1848	-573	706	584	0
694	1863	-578	696	584	0
696	1853	-580	690	584	0
699	1862	-578	684	584	0
701	1860	-577	672	584	0
707	1880	-587	666	584	0
709	1879	-589	646	584	0
712	1886	-593	637	584	0
714	1889	-598	635	583	0
716	1902	-609	616	583	0
718	1895	-611	615	583	0
721	1914	-619	611	583	0
723	1922	-624	604	583	0
726	1931	-621	611	583	0
728	1926	-631	589	583	0
730	1939	-623	580	584	0
733	1943	-622	559	583	0
735	1960	-639	564	582	0
737	1948	-631	579	582	0
739	1951	-634	570	582	0
741	1959	-639	570	583	0
744	1960	-635	557	582	0
746	1950	-638	565	583	0
748	1961	-646	557	583	0
750	1970	-652	544	582	0
752	1955	-657	564	582	0
758	1948	-661	558	582	0
760	1946	-664	551	583	0
762	1969	-658	546	583	0
765	1958	-660	533	582	0
768	1947	-660	543	582	0
770	1966	-661	535	582	0
772	1958	-677	541	582	0
774	1965	-683	510	582	0
777	1952	-673	498	582	0
779	1978	-686	506	582	0
781	1970	-687	504	582	0
783	1970	-684	497	582	0
786	1971	-702	488	583	0
788	1953	-705	480	582	0
790	1978	-713	484	582	0
792	1968	-714	471	581	0
794	1965	-714	473	582	0
797	1981	-709	457	582	0
799	1972	-707	456	582	0
801	1976	-709	456	582	0
803	1977	-703	434	581	0
805	1977	-708	428	581	0
813	1981	-696	411	581	0
816	1987	-695	422	582	0
818	1989	-697	408	582	0
820	1996	-694	400	581	0
822	1994	-701	407	581	0
825	1987	-696	404	581	0
827	1992	-691	404	582	0
829	1989	-674	396	581	0
831	1977	-679	399	581	0
833	1976	-677	411	581	0
836	1980	-681	404	581	0
838	1973	-681	405	582	0
840	1974	-675	403	582	0
842	1975	-654	407	582	0
844	1962	-667	412	581	0
847	1964	-656	404	582	0
849	1973	-650	414	582	0
851	1950	-647	411	582	0
854	1940	-651	409	582	0
857	1944	-633	419	582	0
859	1938	-637	415	582	0
865	1931	-645	411	582	0
867	1955	-645	396	582	0
870	1944	-633	390	582	0
872	1950	-629	384	582	0
874	1955	-640	389	582	0
876	1959	-652	391	582	0
879	1954	-656	369	582	0
881	1953	-651	375	582	0
883	1958	-655	369	582	0
885	1955	-641	356	582	0
887	1956	-649	365	582	0
