473	1989	-524	835	582	0
494	1961	-476	836	582	0
496	1965	-488	858	582	0
499	1961	-479	848	581	0
501	1969	-465	841	581	0
503	1966	-465	840	581	0
505	1974	-471	836	581	0
508	1964	-469	847	580	0
510	1971	-467	831	580	0
513	1962	-451	836	580	0
515	1969	-463	855	580	0
517	1963	-463	856	580	0
520	1967	-457	831	579	0
522	1974	-452	837	579	0
524	1967	-462	837	579	0
526	1980	-463	826	579	0
528	1967	-458	839	579	0
531	1970	-453	835	579	0
533	1960	-449	831	578	0
535	1979	-455	828	578	0
537	1975	-443	844	578	0
540	1985	-440	844	578	0
547	1968	-459	816	578	0
549	1974	-459	829	578	0
551	1977	-459	818	578	0
555	1961	-458	823	578	0
557	1975	-461	803	578	0
559	1966	-459	835	578	0
561	1959	-456	838	578	0
563	1957	-448	820	578	0
566	1966	-449	803	578	0
568	1948	-454	822	578	0
570	1949	-458	824	579	0
572	1932	-461	831	579	0
574	1928	-454	835	579	0
577	1945	-449	847	579	0
579	1935	-455	828	579	0
581	1919	-456	823	579	0
583	1912	-456	830	580	0
585	1924	-453	846	580	0
588	1916	-454	855	580	0
590	1908	-447	844	580	0
592	1913	-445	839	580	0
600	1911	-454	853	580	0
602	1912	-452	837	580	0
604	1915	-465	848	581	0
606	1905	-467	851	580	0
608	1914	-466	853	580	0
611	1911	-472	861	580	0
613	1930	-463	846	580	0
615	1920	-475	830	580	0
617	1921	-479	848	580	0
619	1919	-476	840	580	0
622	1934	-468	852	580	0
624	1931	-479	844	580	0
626	1930	-482	853	580	0
628	1929	-480	861	580	0
631	1936	-468	841	580	0
633	1938	-490	851	580	0
635	1931	-493	849	581	0
637	1941	-480	840	581	0
640	1952	-484	847	581	0
643	1952	-486	842	581	0
645	1957	-500	844	581	0
647	1965	-498	848	581	0
654	1973	-504	834	581	0
656	1974	-506	830	581	0
658	1983	-510	826	581	0
660	1979	-508	822	581	0
663	1971	-517	828	581	0
665	1986	-524	813	581	0
667	1968	-515	811	581	0
669	1983	-521	822	581	0
672	1977	-521	821	581	0
674	1973	-520	811	582	0
676	1980	-528	825	582	0
678	1970	-527	824	582	0
680	1973	-519	825	582	0
684	1977	-527	832	582	0
686	1967	-527	821	582	0
688	1975	-516	827	583	0
690	1962	-538	842	583	0
692	1964	-531	824	583	0
695	1969	-526	826	583	0
697	1957	-545	833	583	0
699	1967	-532	826	583	0
706	1949	-540	821	583	0
708	1939	-538	832	583	0
710	1941	-534	831	583	0
712	1930	-520	817	583	0
714	1936	-536	827	584	0
717	1922	-531	836	584	0
719	1932	-530	820	584	0
721	1928	-529	810	584	0
723	1941	-531	823	584	0
726	1922	-516	827	584	0
729	1933	-525	830	584	0
731	1922	-526	822	584	0
733	1924	-541	816	584	0
735	1940	-525	813	584	0
738	1933	-532	823	584	0
740	1937	-526	804	584	0
742	1931	-523	826	583	0
744	1929	-526	809	583	0
746	1939	-522	810	583	0
749	1928	-521	817	583	0
751	1933	-508	799	583	0
756	1939	-513	801	583	0
758	1938	-503	800	582	0
761	1941	-505	785	582	0
763	1938	-494	813	582	0
765	1934	-494	802	582	0
768	1938	-494	793	581	0
770	1919	-500	806	581	0
773	1930	-481	802	581	0
775	1937	-473	820	581	0
777	1948	-475	804	581	0
779	1937	-469	810	580	0
781	1942	-470	812	580	0
784	1926	-480	801	580	0
786	1936	-471	802	580	0
788	1931	-470	804	579	0
790	1942	-452	807	579	0
793	1934	-481	806	579	0
795	1910	-446	797	579	0
797	1931	-454	832	579	0
799	1929	-458	818	578	0
801	1924	-457	815	578	0
804	1930	-464	816	578	0
811	1911	-449	794	577	0
814	1923	-452	792	577	0
816	1919	-441	816	577	0
818	1915	-434	791	577	0
820	1917	-445	819	577	0
823	1924	-439	826	576	0
825	1924	-448	802	576	0
827	1924	-446	800	576	0
829	1922	-441	814	576	0
831	1926	-420	811	576	0
834	1919	-425	816	576	0
836	1925	-431	805	576	0
838	1932	-428	816	576	0
840	1932	-430	833	575	0
842	1925	-428	801	575	0
845	1930	-427	797	575	0
847	1932	-441	803	575	0
849	1925	-437	812	575	0
851	1942	-429	806	575	0
854	1921	-439	806	575	0
857	1925	-419	825	575	0
863	1934	-420	794	576	0
865	1925	-433	816	576	0
868	1917	-423	807	576	0
870	1913	-422	822	576	0
872	1909	-425	823	576	0
874	1914	-411	820	576	0
876	1920	-416	809	576	0
879	1918	-420	830	576	0
881	1916	-430	826	576	0
883	1919	-421	814	577	0
885	1923	-411	839	577	0
887	1923	-423	824	577	0
890	1923	-409	822	577	0
892	1942	-419	844	577	0
894	1921	-424	821	577	0
897	1927	-421	825	577	0
899	1929	-414	821	577	0
902	1937	-435	811	577	0
904	1934	-429	816	577	0
906	1946	-430	822	577	0
908	1954	-423	820	577	0
914	1949	-422	815	578	0
916	1944	-433	809	578	0
918	1940	-442	818	578	0
920	1938	-442	799	578	0
922	1944	-444	797	578	0
925	1951	-448	798	578	0
927	1951	-450	790	578	0
929	1951	-441	796	578	0
931	1957	-442	790	578	0
934	1951	-456	789	578	0
936	1953	-464	789	578	0
939	1975	-458	790	579	0
941	1971	-472	774	579	0
943	1956	-470	783	579	0
946	1965	-459	785	579	0
948	1969	-466	776	579	0
950	1959	-446	791	579	0
952	1954	-447	778	579	0
954	1946	-448	777	580	0
957	1963	-458	778	580	0
959	1967	-453	776	580	0
961	1950	-445	801	580	0
967	1947	-458	789	581	0
970	1942	-461	798	581	0
972	1940	-455	792	581	0
974	1949	-458	793	581	0
976	1955	-453	791	581	0
979	1926	-460	813	582	0
982	1931	-448	797	582	0
984	1930	-448	811	582	0
986	1924	-446	810	582	0
988	1933	-451	802	582	0
991	1928	-447	809	582	0
993	1917	-456	820	582	0
995	1914	-439	821	582	0
997	1908	-455	822	582	0
999	1906	-446	800	582	0
1002	1915	-444	828	582	0
1004	1921	-434	801	582	0
1006	1907	-441	829	582	0
1008	1919	-444	806	582	0
1011	1907	-445	801	582	0
1013	1909	-448	804	582	0
1019	1906	-443	820	582	0
