472	2252	753	-1958	586	0
485	2287	786	-1375	585	0
487	2286	790	-1297	585	0
489	2299	808	-1177	585	0
491	2275	798	-1106	585	0
494	2244	799	-1048	585	0
496	2226	785	-960	584	0
498	2183	784	-925	585	0
500	2208	786	-867	585	0
502	2210	796	-830	587	0
505	2238	829	-759	585	0
507	2234	818	-722	584	0
509	2248	821	-691	584	0
512	2256	812	-671	584	0
515	2211	812	-667	584	0
517	2212	799	-650	584	0
519	2204	790	-615	584	0
521	2214	801	-585	584	0
523	2211	799	-565	584	0
526	2187	804	-552	583	0
528	2190	778	-572	583	0
530	2191	766	-560	584	0
537	2154	719	-539	584	0
539	2115	738	-505	584	0
541	2126	740	-498	583	0
544	2181	742	-471	583	0
546	2215	727	-459	583	0
548	2243	693	-447	584	0
550	2231	660	-437	583	0
553	2192	632	-411	584	0
556	2223	601	-401	584	0
558	2267	547	-375	584	0
560	2274	503	-385	586	0
562	2254	465	-404	586	0
565	2221	474	-405	583	0
567	2220	444	-423	585	0
569	2276	393	-435	582	0
571	2347	347	-462	585	0
573	2377	278	-508	586	0
576	2358	205	-492	584	0
578	2277	140	-514	586	0
580	2241	103	-485	583	0
582	2271	42	-486	586	0
589	2391	-99	-463	585	0
591	2453	-173	-473	583	0
593	2446	-244	-447	583	0
595	2426	-295	-472	585	0
599	2448	-368	-429	583	0
601	2446	-413	-431	584	0
603	2444	-453	-391	585	0
605	2574	-495	-364	584	0
608	2598	-556	-347	583	0
610	2620	-602	-434	583	0
612	2585	-667	-508	583	0
614	2550	-744	-511	585	0
617	2510	-790	-538	584	0
619	2488	-788	-508	583	0
621	2511	-846	-424	585	0
623	2524	-856	-382	584	0
626	2515	-862	-359	582	0
628	2537	-895	-365	586	0
630	2542	-925	-378	585	0
632	2497	-963	-416	585	0
635	2561	-938	-435	587	0
643	2669	-1060	-430	583	0
645	2518	-1065	-464	583	0
647	2399	-1098	-497	585	0
650	2611	-1085	-699	582	0
652	2790	-1112	-681	585	0
654	2880	-1114	-721	584	0
656	2791	-1136	-685	583	0
659	2637	-1166	-624	583	0
661	2530	-1151	-624	584	0
663	2641	-1196	-557	584	0
666	2765	-1251	-584	584	0
668	2780	-1310	-595	584	0
670	2644	-1359	-576	583	0
672	2555	-1384	-554	584	0
675	2495	-1415	-532	584	0
677	2552	-1427	-498	584	0
679	2603	-1413	-421	584	0
683	2587	-1430	-369	583	0
685	2477	-1436	-329	583	0
691	2393	-1456	-301	584	0
694	2402	-1447	-288	584	0
696	2357	-1439	-257	584	0
698	2221	-1410	-203	583	0
700	2160	-1396	-175	583	0
703	2128	-1390	-181	583	0
705	2131	-1363	-168	584	0
707	2129	-1352	-162	584	0
710	2062	-1334	-160	583	0
712	1970	-1312	-122	584	0
714	1924	-1318	-111	584	0
716	1861	-1295	-77	584	0
719	1810	-1293	-59	584	0
721	1756	-1285	-62	584	0
723	1705	-1281	-57	585	0
726	1617	-1298	-83	585	0
729	1567	-1290	-89	585	0
731	1520	-1297	-89	585	0
733	1453	-1304	-55	586	0
735	1388	-1313	-55	586	0
742	1310	-1340	-54	586	0
745	1262	-1354	-49	586	0
747	1154	-1354	-71	586	0
749	1137	-1340	-51	586	0
751	1129	-1333	-45	585	0
754	1071	-1334	-53	585	0
756	1054	-1323	-30	585	0
758	1058	-1328	-8	585	0
760	994	-1333	-28	585	0
763	961	-1332	-10	585	0
765	949	-1347	-14	585	0
768	935	-1350	9	586	0
770	897	-1346	3	586	0
772	877	-1347	2	586	0
774	851	-1338	3	586	0
777	832	-1335	16	586	0
779	826	-1336	36	586	0
781	789	-1336	11	587	0
783	758	-1334	-1	587	0
785	734	-1331	15	587	0
787	725	-1333	13	587	0
790	719	-1351	27	587	0
796	673	-1360	26	587	0
798	653	-1358	26	586	0
800	660	-1351	21	586	0
803	633	-1335	12	586	0
805	666	-1341	11	586	0
807	656	-1332	2	586	0
809	654	-1330	-21	586	0
812	666	-1311	-3	586	0
814	685	-1296	4	586	0
817	722	-1283	-22	586	0
819	755	-1266	-32	586	0
821	772	-1250	-45	585	0
823	813	-1220	-54	585	0
825	831	-1220	-82	585	0
828	864	-1191	-76	585	0
830	898	-1183	-77	585	0
832	933	-1183	-84	584	0
834	958	-1162	-110	584	0
836	985	-1163	-102	584	0
839	1005	-1169	-120	584	0
841	1019	-1168	-140	584	0
848	1070	-1135	-193	585	0
850	1102	-1100	-234	585	0
854	1127	-1026	-273	585	0
856	1143	-1016	-300	585	0
858	1110	-959	-415	585	0
860	1167	-925	-462	584	0
863	1276	-878	-495	584	0
865	1375	-822	-503	584	0
867	1402	-769	-562	584	0
869	1474	-674	-537	584	0
872	1547	-596	-581	584	0
874	1644	-500	-586	584	0
876	1716	-406	-583	584	0
878	1780	-291	-599	584	0
881	1902	-97	-574	584	0
883	1942	40	-580	585	0
885	1882	118	-643	584	0
887	1969	213	-676	584	0
889	2013	284	-765	585	0
892	2081	350	-847	585	0
894	2160	391	-890	585	0
901	2300	830	-978	584	0
903	2303	957	-923	584	0
906	2422	1071	-855	588	0
908	2418	1175	-692	585	0
910	2496	1418	-588	585	0
912	2484	1460	-546	586	0
915	2456	1514	-434	586	0
917	2358	1536	-274	586	0
919	2286	1537	-106	586	0
921	2160	1520	70	587	0
924	2029	1386	354	586	0
926	1961	1376	606	586	0
928	1910	1366	833	587	0
930	1821	1328	1113	587	0
932	1782	1178	1473	586	0
935	1706	1052	1633	586	0
937	1652	937	1821	586	0
940	1541	699	1921	585	0
942	1451	515	1919	585	0
945	1374	325	1840	585	0
947	1330	134	1740	584	0
954	1358	-294	1270	584	0
956	1407	-373	1052	584	0
958	1431	-393	883	584	0
960	1494	-394	675	584	0
963	1577	-387	305	584	0
965	1657	-386	50	584	0
967	1748	-369	-185	584	0
969	1815	-352	-375	584	0
972	1940	-298	-605	584	0
974	2009	-268	-720	584	0
976	2084	-247	-768	583	0
978	2183	-197	-726	584	0
980	2222	-155	-666	583	0
984	2240	-135	-534	583	0
986	2232	-133	-459	583	0
988	2198	-119	-302	583	0
990	2159	-144	-211	583	0
993	2121	-164	-150	583	0
995	2077	-218	-56	583	0
997	2029	-225	11	583	0
999	1993	-244	63	583	0
1006	1947	-281	168	583	0
1008	1938	-290	190	583	0
1010	1932	-287	187	585	0
1013	1866	-330	133	586	0
1015	1700	-348	563	581	0
1017	2048	-308	85	586	0
1019	1748	-302	161	585	0
1022	2180	-329	97	585	0
1025	2124	-399	19	585	0
1027	2059	-385	21	584	0
1029	1975	-412	-74	584	0
1031	1970	-447	-54	583	0
1034	2005	-458	-28	583	0
1036	2087	-458	-28	584	0
1038	2100	-475	-19	583	0
1040	2051	-473	-7	583	0
1043	2024	-494	-1	583	0
1045	2037	-496	9	583	0
1047	2077	-454	4	583	0
1049	2073	-435	2	583	0
1051	2074	-424	13	583	0
1058	2049	-349	-1	584	0
1060	2085	-348	-8	584	0
1063	2069	-337	-11	584	0
1065	2064	-328	-13	585	0
1068	2069	-305	-11	585	0
1070	2082	-296	-33	584	0
1073	2079	-315	-11	584	0
